2014,4択,"A、B、Cなどのアルファベットを用いて日本語の音を表記したものを何という？
(1) 仮名 (2) 漢字 (3) 数字 (4) ローマ字",(4) ローマ字,,,タグ
2011,ノーマル,英語の「paper」の語源になっている、古代エジプトで文字を書くために使用された植物のことを何というでしょう？,パピルス
2011,ノーマル,「女に惚れさす名言集」というブログも開設している、現在、「ジャンプスクエア」に『カッコカワイイ宣言!』を連載中の漫画家は誰でしょう？,地獄のミサワ(じごくのみさわ)
2011,ノーマル,木曜日を意味する英語「Thursday」の語源でもある、北欧神話で雷をつかさどる最強の軍神は誰でしょう？,トール
2011,ノーマル,三角形の五心のうち、内角の二等分線の交点と定義されているものを何というでしょう？,内心(ないしん)
2011,ノーマル,「澄んだ瞳と白い歯」という意味がある、美人を形容する四字熟語は何でしょう？,明眸皓歯(めいぼうこうし)
2011,ノーマル,正月と盆を過ごすため、奉公人が主人から休暇をもらって親もとに帰ることを何といったでしょう？,薮入り(やぶいり)
2011,ノーマル,来年、UEFA欧州選手権2012、いわゆるユーロ2012を共催する2つの国とはどことどこでしょう？,ポーランドとウクライナ
2011,ノーマル,日本では琴ヶ浜や十八鳴浜(くぐなりはま)のものが有名な、砂の表面摩擦により音が出る現象は何でしょう？,鳴き砂(鳴り砂)
2011,ノーマル,お菓子を作るパティシエの中でも特に、アイスクリームを専門に作る人のことを何というでしょう？,グラシエ
2011,ノーマル,オペラ『サムソンとデリラ』や組曲『動物の謝肉祭』などの作品で知られる、フランスの作曲家は誰でしょう？,シャルル・カミーユ・サン=サーンス
2011,ノーマル,ギリシャ語で「三日月」という意味がある、界面張力によって容器内の液体がつくる曲面のことを何というでしょう？,メニスカス
2011,ノーマル,今年はフランスでサミット・先進国首脳会議が開催されましたが、来年の開催国はどこでしょう？,アメリカ
2011,ノーマル,その変化の様子が牡丹、松葉、柳、散り菊の順に見立てられる、日本の伝統的な花火は何でしょう？,線香花火(せんこうはなび)
2011,ノーマル,新バビロニアのネブカドネザル2世が王妃アミティスのために建てたとされる、世界七不思議のひとつに数えられる庭園は何でしょう？,バビロンの空中庭園(バビロンのくうちゅうていえん)
2011,ノーマル,今年5月にはシリーズ第4作「生命(いのち)の泉」が公開された、ジョニー・デップ主演の人気映画シリーズは何でしょう？,『パイレーツ・オブ・カリビアン』
2011,ノーマル,「K-1 WORLD GP」チャンピオンのアリスター・オーフレイム、セーム・シュルト、レミー・ボンヤスキーといえば、いずれもどこの国の選手でしょう？,オランダ
2011,ノーマル,1923年に雑誌「新青年」に発表された、作家・江戸川乱歩のデビュー作は何でしょう？,『二銭銅貨(にせんどうか)』(『にせんどうか(にせんどうか)』)
2011,ノーマル,火を見ると消す習性があるため「森の消防士」とも呼ばれる、シロ、クロ、スマトラなどの種類がある大型の動物は何でしょう？,サイ
2011,ノーマル,大切な計画に加わる腹心の部下のことを、小さい守り刀にたとえて何というでしょう？,懐刀(ふところがたな)
2011,ノーマル,直訳すると「珍しい物」という意味である、企業が商品の宣伝を目的として無料配布する記念品のことを何グッズというでしょう？,ノベルティグッズ
2011,ノーマル,カバディで、攻撃側の選手をレイダーというのに対し、守備側の選手を何というでしょう？,アンティ
2011,ノーマル,1947年、大森/区が蒲田区を編入して現在の名前となった、東京23区のひとつは何でしょう？,大田(おおた)
2011,ノーマル,ジャズのスタンダード・ナンバー『A列車で行こう』に登場する「A列車」は、どこの都市を走る地下鉄でしょう？,ニューヨーク
2011,ノーマル,刑事裁判で、被告人が弁護人を依頼できないとき、国の費用でつける弁護士を何というでしょう？,国選弁護人(こくせんべんごにん)
2011,ノーマル,「フラッペ」と「カプチーノ」の合成語である、スターバックスで発売されている人気商品の名前は何でしょう？,フラペチーノ
2011,ノーマル,別名を「銀杏城(ぎんなんじょう)」という、戦国時代、加藤清正によって建てられた城は何でしょう？,熊本城(くまもとじょう)
2011,ノーマル,粘土やロウなどをこねて立体の芸術作品を創ることを、木や石などを削って作る「彫刻」に対して何というでしょう？,塑造(そぞう)
2011,ノーマル,弓道の競技規則によると、遠的競技で射る距離は60mですが、近的競技で射る距離は何mでしょう？,28m
2011,ノーマル,日本では、千葉県の南関東ガス田が主要な産地となっている、原子番号53、元素記号Iの元素は何でしょう？,ヨウ素(ようもと)
2011,ノーマル,麻雀の役のひとつにもなっている、「並ぶものがいないほど国の中で優れた人物」を意味する四字熟語は何でしょう？,国士無双(こくしむそう)
2011,ノーマル,曹洞宗の大本山とされる2つの寺院とは、福井県にある永平寺と神奈川県にある何でしょう？,総持寺(そうじじ)
2011,ノーマル,「気温や湿度に特有の性質をもつ空気のかたまり」のことで、シベリア、揚子江、オホーツク海などがあるものは何でしょう？,気団(きだん)
2011,ノーマル,夏のオリンピックで初めて聖火リレーが行われたのはベルリン大会ですが、冬のオリンピックで初めて聖火リレーが行われたのは何大会でしょう？,オスロ
2011,ノーマル,ペルーとボリビアにはさまれた、世界で最も標高が高いところにある湖は何でしょう？,チチカカ湖(ちちかかみずうみ)
2011,ノーマル,楽譜内での書き方によって「フレンチヴァイオリン記号」「トレブル記号」などに分けられる、アルファベットのGを図案化した音部記号は何でしょう？,ト音記号(ト字記号)
2011,ノーマル,現場から得られる情報を心理学や行動学の面から分析し、詳しい犯人像を浮かび上がらせる捜査技術を英語で何というでしょう？,プロファイリング(オフェンダー・プロファイリング、クリミナル・プロファイリング)
2011,ノーマル,琵琶湖の鮒寿司(ふなずし)などのように、魚を米と塩で発酵させ、保存性を高めた食品を何というでしょう？,熟(なれ)寿司(じゅく(なれ)すし)
2011,ノーマル,今年、日本ペンクラブの第16代会長に就任した、『鉄道員(ぽっぽや)』などの作品で知られる作家は誰でしょう？,浅田次郎(あさだ・じろう)
2011,ノーマル,英語では「ターメリック」という、カレーのスパイスや漢方薬の原料として使われるショウガ科の植物は何でしょう？,ウコン
2011,ノーマル,ロバのダプルにまたがって主人公とともに旅をする、セルバンテスの小説『ドン・キホーテ』に登場する従者は誰でしょう？,サンチョ・パンサ
2011,ノーマル,別名を「タテガミイヌ」というアフリカに多く分布する動物といえば何でしょう？,ハイエナ
2011,ノーマル,ファッション雑誌「Popteen」の人気モデルで、「くみっきー」の愛称で知られるのは誰でしょう？,舟山久美子(ふなやま・くみこ)
